fundHouse,schemeCode,fundName
LIC Mutual Fund,134870,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM REDUCING COVER HALF-YEARLY-REGULAR PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134884,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM REDUCING COVER MONTHLY-DIRECT PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134869,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM REDUCING COVER MONTHLY-REGULAR PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134883,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM REDUCING COVER YEARLY-DIRECT PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134887,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM UNIFORM COVER  MONTHLY-DIRECT PLAN-DIVIDNED REINVESTMENT
LIC Mutual Fund,134885,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM UNIFORM COVER HALF-YEARLY-DIRECT PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134873,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM UNIFORM COVER HALF-YEARLY-REGULAR PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134872,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM UNIFORM COVER MONTHLY-REGULAR PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134886,LIC MF UNIT LINKED INSURANCE SCHEME-15 YRS REGULAR PREMIUM UNIFORM COVER YEARLY-DIRECT PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134871,LIC MF UNIT LINKED INSURANCE SCHEME-15YRS REGULAR PREMIUM REDUCING COVER YEARLY-REGULAR PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,134874,LIC MF UNIT LINKED INSURANCE SCHEME-15YRS REGULAR PREMIUM UNIFORM COVER YEARLY-REGULAR PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,120259,LIC MF UNIT LINKED INSURANCE SCHEME-5 YRS SINGLE PREMIUM-DIRECT PLAN-DIVIDEND REINVESTMENT
LIC Mutual Fund,100325,LIC MF UNIT LINKED INSURANCE SCHEME-5YRS SINGLE PREMIUM-REGULAR PLAN-DIVIDEND REINVESTMENT
Mahindra Mutual Fund,139782,Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Dividend Payout
Mahindra Mutual Fund,139781,Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Growth
Mahindra Mutual Fund,139780,Mahindra Mutual Fund Kar Bachat Yojana Regular Plan - Dividend Payout
Mahindra Mutual Fund,139783,Mahindra Mutual Fund Kar Bachat Yojana Regular Plan - Growth
Mirae Asset Mutual Fund,135781,Mirae Asset Tax Saver Fund-Direct Plan -Growth
Mirae Asset Mutual Fund,135782,Mirae Asset Tax Saver Fund-Direct Plan-Dividend
Mirae Asset Mutual Fund,135783,Mirae Asset Tax Saver Fund-Regular Plan-Dividend Payout
Mirae Asset Mutual Fund,135784,Mirae Asset Tax Saver Fund-Regular Plan-Growth
Motilal Oswal Mutual Fund,133384,MOSt Focused Long Term - Direct Plan - Dividend Payout Option
Motilal Oswal Mutual Fund,133386,MOSt Focused Long Term - Direct Plan - Growth Option
Motilal Oswal Mutual Fund,133383,MOSt Focused Long Term - Regular Plan - Dividend Payout Option
Motilal Oswal Mutual Fund,133385,MOSt Focused Long Term - Regular Plan - Growth Option
Peerless Mutual Fund,135653,Peerless Long Term Advantage Fund- Direct Plan- Dividend Option
Peerless Mutual Fund,135654,Peerless Long Term Advantage Fund- Direct Plan- Growth Option
Peerless Mutual Fund,135652,Peerless Long Term Advantage Fund- Regular Plan- Dividend Option
Peerless Mutual Fund,135655,Peerless Long Term Advantage Fund- Regular Plan- Growth Option
PRINCIPAL Mutual Fund,101815,Principal Personal Tax Saver Fund
PRINCIPAL Mutual Fund,119486,Principal Personal Tax Saver Fund - Direct Plan
PRINCIPAL Mutual Fund,100156,Principal Tax Savings Fund
PRINCIPAL Mutual Fund,119489,Principal Tax Savings Fund - Direct Plan
Quantum Mutual Fund,111550,Quantum Tax Saving Fund - Direct Plan Dividend Option
Quantum Mutual Fund,111549,Quantum Tax Saving Fund - Direct Plan Growth Option
Quantum Mutual Fund,141071,Quantum Tax Saving Fund - Regular Plan Dividend Option
Quantum Mutual Fund,141070,Quantum Tax Saving Fund - Regular Plan Growth Option
Reliance Mutual Fund,133865,Reliance Tax Saver (ELSS) Fund- Direct Plan-Dividend Plan- Annual Dividend Payout Option
Reliance Mutual Fund,133866,Reliance Tax Saver (ELSS) Fund- Dividend Plan- Annual Dividend Payout Option
Reliance Mutual Fund,103197,Reliance Tax Saver (ELSS) Fund-Dividend Plan-Dividend Payout Option
Reliance Mutual Fund,103196,Reliance Tax Saver (ELSS) Fund-Growth Plan-Growth Option
Reliance Mutual Fund,118801,Reliance Tax Saver Fund - Direct Plan Dividend Plan - Dividend Payout Option
Reliance Mutual Fund,118803,Reliance Tax Saver Fund - Direct Plan Growth Plan - Growth Option
Sahara Mutual Fund,100337,SaharaTax Gain-Dividend
Sahara Mutual Fund,120290,SaharaTax Gain-Dividend- Direct
Sahara Mutual Fund,100338,SaharaTax Gain-Growth
Sahara Mutual Fund,120291,SaharaTax Gain-Growth- direct
SBI Mutual Fund,119722,SBI MAGNUM TAXGAIN SCHEME 1993 - DIRECT PLAN -DIVIDEND
SBI Mutual Fund,103883,SBI MAGNUM TAXGAIN SCHEME 1993 - REGULAR PLAN - DIVIDEND
SBI Mutual Fund,119723,SBI MAGNUM TAXGAIN SCHEME 1993 - DIRECT PLAN -GROWTH
SBI Mutual Fund,105628,SBI MAGNUM TAXGAIN SCHEME 1993 - REGULAR PLAN- GROWTH
Sundaram Mutual Fund,100614,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Dividend
Sundaram Mutual Fund,119548,Sundaram Diversified Equity- A Long-term Tax Saver Fund - Direct Plan - Dividend Option
Sundaram Mutual Fund,119549,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Direct Plan - Growth Option
Sundaram Mutual Fund,101853,Sundaram Diversified Equity-A Long-term Tax Saver Fund OE- App
Tata Mutual Fund,100474,Tata India Tax Savings Fund-Dividend- Regular Plan
Tata Mutual Fund,132757,Tata India Tax Savings Fund-Growth-Regular Plan
Tata Mutual Fund,119281,Tata India Tax Savings Fund-Dividend -Direct Plan
Tata Mutual Fund,132756,Tata India Tax Savings Fund-Growth-Direct Plan
Taurus Mutual Fund,118867,Taurus Tax Shield-Direct Plan-Dividend Option
Taurus Mutual Fund,118866,Taurus Tax Shield-Direct Plan-Growth Option
Taurus Mutual Fund,108402,Taurus Tax Shield-Dividend Option
Taurus Mutual Fund,100480,Taurus Tax Shield-Growth Option
Union Mutual Fund,119306,Union Tax Saver Scheme - Direct Plan - Dividend Option
Union Mutual Fund,119307,Union Tax Saver Scheme - Direct Plan - Growth Option
Union Mutual Fund,116052,Union Tax Saver Scheme - Dividend Option
Union Mutual Fund,116051,Union Tax Saver Scheme - Growth Option
UTI Mutual Fund,120715,UTI - Long Term Equity Fund (Tax Saving) - Direct Plan - Growth Option
UTI Mutual Fund,100820,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Dividend Option
UTI Mutual Fund,100821,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Growth Option
UTI Mutual Fund,120714,UTI - Long Term Equity fund (Tax Saving) Direct Plan - Dividend Option
Birla Sun Life Mutual Fund,122645,Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Daily Dividend
Birla Sun Life Mutual Fund,122646,Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Growth
Birla Sun Life Mutual Fund,122648,Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Weekly Dividend
Birla Sun Life Mutual Fund,122643,Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Daily Dividend
Birla Sun Life Mutual Fund,122644,Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Growth
Birla Sun Life Mutual Fund,122647,Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Weekly Dividend
Birla Sun Life Mutual Fund,122650,Birla Sun Life Floating Rate Fund-Long Term Plan-Retail Plan-Growth
Birla Sun Life Mutual Fund,122649,Birla Sun Life Floating Rate Fund-Long Term Plan-Retail Plan-Weekly Dividend
Canara Robeco Mutual Fund,104559,Canara Robeco Savings Plus Fund - Regular Plan - DAILY DIVIDEND REINVESTMENT
Canara Robeco Mutual Fund,113144,Canara Robeco Savings Plus Fund - Regular Plan - MONTHLY DIVIDEND
Canara Robeco Mutual Fund,118293,Canara Robeco Savings Plus Fund- Direct Plan - Daily Dividend Reinvestment
Canara Robeco Mutual Fund,118294,Canara Robeco Savings Plus Fund- Direct Plan - Weekly Dividend Option
Canara Robeco Mutual Fund,102914,Canara Robeco Savings Plus Fund- Regular Plan - DIVIDEND
Canara Robeco Mutual Fund,102913,Canara Robeco Savings Plus Fund- Regular Plan - GROWTH
Canara Robeco Mutual Fund,102915,Canara Robeco Savings Plus Fund- Regular Plan - Weekly Dividend
Canara Robeco Mutual Fund,118292,Canara Robeco Savings Plus Fund-Direct Plan - Dividend Option
Canara Robeco Mutual Fund,118291,Canara Robeco Savings Plus Fund-Direct Plan - Growth Option
Canara Robeco Mutual Fund,118295,Canara Robeco Savings Plus Fund-Direct Plan - Monthly Dividend Option
Escorts Mutual Fund,103465,Escorts Short Term Debt Fund-Dividend Option
Escorts Mutual Fund,120844,Escorts Short Term Debt Fund-Dividend Option-Direct Plan
Escorts Mutual Fund,103464,Escorts Short Term Debt Fund-Growth Option
Escorts Mutual Fund,120845,Escorts Short Term Debt Fund-Growth Option-Direct Plan
Franklin Templeton Mutual Fund,122443,Franklin India Savings Plus Fund - Daily Dividend option
Franklin Templeton Mutual Fund,122444,Franklin India Savings Plus Fund - Daily Dividend option - Direct
Franklin Templeton Mutual Fund,118506,Franklin India Savings Plus Fund - Direct - Growth
Franklin Templeton Mutual Fund,129437,Franklin India Savings Plus Fund - Direct - Monthly Dividend
Franklin Templeton Mutual Fund,118505,Franklin India Savings Plus Fund - Direct - Quarterly Dividend
Franklin Templeton Mutual Fund,101356,Franklin India Savings Plus Fund - Dividend Option
Franklin Templeton Mutual Fund,101357,Franklin India Savings Plus Fund - Growth Option
Franklin Templeton Mutual Fund,101359,Franklin India Savings Plus Fund - Institutional Option - Dividend
Franklin Templeton Mutual Fund,101358,Franklin India Savings Plus Fund - Institutional Option - Growth
Franklin Templeton Mutual Fund,129436,Franklin India Savings Plus Fund - Monthly Dividend
HDFC Mutual Fund,134209,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option
HDFC Mutual Fund,134210,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option
HDFC Mutual Fund,119112,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option
HDFC Mutual Fund,119111,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option
HDFC Mutual Fund,101671,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH
HDFC Mutual Fund,101670,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option
Kotak Mahindra Mutual Fund,110575,Kotak Treasury Advantage Fund -Daily Dividend
Kotak Mahindra Mutual Fund,119749,Kotak Treasury Advantage Fund -Daily Dividend - Direct
Kotak Mahindra Mutual Fund,102591,Kotak Treasury Advantage Fund -Growth
Kotak Mahindra Mutual Fund,102592,Kotak Treasury Advantage Fund -Monthly Dividend
Kotak Mahindra Mutual Fund,102590,Kotak Treasury Advantage Fund -Weekly Dividend
Kotak Mahindra Mutual Fund,119751,Kotak Treasury Advantage Fund-Monthly Dividend - Direct
Kotak Mahindra Mutual Fund,119752,Kotak Treasury Advantage Fund-Weekly Dividend - Direct
Kotak Mahindra Mutual Fund,119750,Kotak Treasury Advatage Fund-Growth - Direct
SBI Mutual Fund,119820,SBI  SAVINGS FUND - DIRECT PLAN - DIVIDEND
SBI Mutual Fund,102504,SBI  SAVINGS FUND - REGULAR PLAN - DIVIDEND
SBI Mutual Fund,119821,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH
SBI Mutual Fund,102503,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH
SBI Mutual Fund,119823,SBI  SAVINGS FUND - DIRECT PLAN - WEEKLY DIVIDEND
SBI Mutual Fund,102860,SBI  SAVINGS FUND - REGULAR PLAN - WEEKLY  DIVIDEND
SBI Mutual Fund,119822,SBI  SAVINGS FUND - DIRECT PLAN - DAILY DIVIDEND
SBI Mutual Fund,114348,SBI SAVINGS FUND - REGULAR PLAN - DAILY DIVIDEND
SBI Mutual Fund,102507,OLD-SBI Magnum Income Fund - F R P - Long Term - Inst. (G)
Tata Mutual Fund,102154,Tata Floating Rate Fund - Regular Plan- Dividend
UTI Mutual Fund,134484,UTI - Floating Rate STP - Annual Div Option
UTI Mutual Fund,139568,UTI - Floating Rate STP - Direct Plan - Annual Div Option
UTI Mutual Fund,131511,UTI - Floating Rate STP - Fortnightly Div Option
UTI Mutual Fund,131512,UTI - Floating Rate STP - Fortnightly Div Option - Direct
UTI Mutual Fund,134799,UTI - Floating Rate STP - Half Yearly Div Option
UTI Mutual Fund,112083,UTI - FLOATING RATE STP - INSTN GROWTH OPTION
UTI Mutual Fund,112082,UTI - FLOATING RATE STP - INSTN PLAN - PERIODIC DIVIDEND OPTION
UTI Mutual Fund,131445,UTI - Floating Rate STP - Monthly Div Option
UTI Mutual Fund,131444,UTI - Floating Rate STP - Monthly Div Option - Direct
UTI Mutual Fund,133873,UTI - Floating Rate STP - Quarterly Div Option
UTI Mutual Fund,133059,UTI - Floating Rate STP - Quarterly Div Option - Direct
UTI Mutual Fund,121891,UTI - FLOATING RATE STP -Regular Plan (Flexi Dividend Option)
UTI Mutual Fund,121892,UTI - FLOATING RATE STP -Regular Plan (Flexi Dividend Option) - DIRECT
UTI Mutual Fund,109501,UTI - FLOATING RATE STP-DAILY DIVIDEND
UTI Mutual Fund,120744,UTI - FLOATING RATE STP-DAILY DIVIDEND-Direct
UTI Mutual Fund,102531,UTI - FLOATING RATE STP-DIVIDEND
UTI Mutual Fund,102532,UTI - FLOATING RATE STP-GROWTH
UTI Mutual Fund,120746,UTI - FLOATING RATE STP-GROWTH-direct
UTI Mutual Fund,120745,UTI - FLOATING RATE STP-Weekly Dividend- Direct
Axis Mutual Fund,120472,Axis Gold Fund - Direct Plan - Dividend option
Axis Mutual Fund,120473,Axis Gold Fund - Direct Plan - Growth option
Axis Mutual Fund,115898,Axis Gold Fund - Dividend Option
Axis Mutual Fund,115897,Axis Gold Fund - Growth Option
Birla Sun Life Mutual Fund,131902,Birla Sun Life 5 Star Multi Manager FoF Scheme - Direct Plan - Dividend Option
Birla Sun Life Mutual Fund,131901,Birla Sun Life 5 Star Multi Manager FoF Scheme - Direct Plan - Growth Option
Birla Sun Life Mutual Fund,131900,Birla Sun Life 5 Star Multi Manager FoF Scheme - Regular Plan - Dividend Option
Birla Sun Life Mutual Fund,131899,Birla Sun Life 5 Star Multi Manager FoF Scheme - Regular Plan - Growth Option
Birla Sun Life Mutual Fund,131897,Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Dividend Option
Birla Sun Life Mutual Fund,131898,Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option
Birla Sun Life Mutual Fund,131895,Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Dividend Option
Birla Sun Life Mutual Fund,131896,Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Growth Option
Birla Sun Life Mutual Fund,119492,Birla Sun Life Asset Allocation - Aggressive Plan - Dividend - Direct Plan
Birla Sun Life Mutual Fund,119493,Birla Sun Life Asset Allocation - Aggressive Plan - Growth - Direct Plan
Birla Sun Life Mutual Fund,119491,Birla Sun Life Asset Allocation - Moderate Plan - Dividend - Direct Plan
Birla Sun Life Mutual Fund,119495,Birla Sun Life Asset Allocation - Moderate Plan - Growth - Direct Plan
Birla Sun Life Mutual Fund,102184,Birla Sun Life Asset Allocation Fund-Aggressive Plan-Dividend Plan
Birla Sun Life Mutual Fund,102185,Birla Sun Life Asset Allocation Fund-Aggressive Plan-Growth Plan
Birla Sun Life Mutual Fund,102188,Birla Sun Life Asset Allocation Fund-Conservative Plan-Dividend Plan
Birla Sun Life Mutual Fund,102189,Birla Sun Life Asset Allocation Fund-Conservative Plan-Growth Plan
Birla Sun Life Mutual Fund,102186,Birla Sun Life Asset Allocation Fund-Moderate Plan-Dividend Plan
Birla Sun Life Mutual Fund,102187,Birla Sun Life Asset Allocation Fund-Moderate Plan-Growth Plan
Birla Sun Life Mutual Fund,119494,Birla Sun Life Asset Allocation-Conservative Plan - Dividend - Direct Plan
Birla Sun Life Mutual Fund,119490,Birla Sun Life Asset Allocation-Conservative Plan - Growth - Direct Plan
Birla Sun Life Mutual Fund,131866,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Dividend Option
Birla Sun Life Mutual Fund,131865,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Growth Option
Birla Sun Life Mutual Fund,131863,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Regular Plan - Dividend Option
Birla Sun Life Mutual Fund,131864,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Regular Plan - Growth Option
Birla Sun Life Mutual Fund,132187,Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Dividend Option
Birla Sun Life Mutual Fund,132186,Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option
Birla Sun Life Mutual Fund,132181,Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Dividend Option
Birla Sun Life Mutual Fund,132180,Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option
Birla Sun Life Mutual Fund,132184,Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Dividend Option
Birla Sun Life Mutual Fund,132183,Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option
Birla Sun Life Mutual Fund,132179,Birla Sun Life Financial Planning Fund - Conservative Plan - Regular Plan - Dividend Option
Birla Sun Life Mutual Fund,132178,Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option
Birla Sun Life Mutual Fund,132189,Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Dividend Option
Birla Sun Life Mutual Fund,132185,Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option
Birla Sun Life Mutual Fund,132175,Birla Sun Life Financial Planning Fund - Prudent Plan - Regular Plan - Dividend Option
Birla Sun Life Mutual Fund,132174,Birla Sun Life Financial Planning Fund - Prudent Plan - Regular Plan - Growth Option
Birla Sun Life Mutual Fund,120545,Birla Sun Life Gold Fund - Dividend - Direct Plan
Birla Sun Life Mutual Fund,120546,Birla Sun Life Gold Fund - Growth - Direct Plan
Birla Sun Life Mutual Fund,116795,Birla Sun Life Gold Fund-Dividend
Birla Sun Life Mutual Fund,116796,Birla Sun Life Gold Fund-Growth
Canara Robeco Mutual Fund,118300,Canara Robeco Gold Savings Fund - Direct Plan - Dividend Option
Canara Robeco Mutual Fund,118301,Canara Robeco Gold Savings Fund - Direct Plan - Growth Option
Canara Robeco Mutual Fund,117540,Canara Robeco Gold Savings Fund - Regular Plan - Dividend
Canara Robeco Mutual Fund,117541,Canara Robeco Gold Savings Fund - Regular Plan - Growth
DSP BlackRock Mutual Fund,126393,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Growth
DSP BlackRock Mutual Fund,126391,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Monthly Dividend
DSP BlackRock Mutual Fund,126394,DSP BlackRock Dynamic Asset Allocation Fund - Regular Plan - Growth
DSP BlackRock Mutual Fund,126392,DSP BlackRock Dynamic Asset Allocation Fund - Regular Plan - Monthly Dividend
Franklin Templeton Mutual Fund,118542,Franklin India Dynamic PE Ratio Fund Of Funds - Direct - Dividend
Franklin Templeton Mutual Fund,118543,Franklin India Dynamic PE Ratio Fund Of Funds - Direct - Growth
Franklin Templeton Mutual Fund,101657,Franklin India Dynamic PE Ratio Fund of Funds-Dividend
Franklin Templeton Mutual Fund,101656,Franklin India Dynamic PE Ratio Fund of Funds-Growth
Franklin Templeton Mutual Fund,102108,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (D)
Franklin Templeton Mutual Fund,118511,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Dividend
Franklin Templeton Mutual Fund,102107,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (G)
Franklin Templeton Mutual Fund,118512,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Growth
Franklin Templeton Mutual Fund,102110,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (D)
Franklin Templeton Mutual Fund,118513,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Dividend
Franklin Templeton Mutual Fund,102109,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G)
Franklin Templeton Mutual Fund,118514,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Growth
Franklin Templeton Mutual Fund,102111,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (D)
Franklin Templeton Mutual Fund,118515,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Dividend
Franklin Templeton Mutual Fund,102112,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G)
Franklin Templeton Mutual Fund,118516,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Growth
Franklin Templeton Mutual Fund,102113,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (D)
Franklin Templeton Mutual Fund,118517,Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Dividend
Franklin Templeton Mutual Fund,102114,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G)
